EPA Facility ID,Has Accident,Accident Count,Accident History ID,Date of Accident,Time Accident Began,NAICS Code of Process Involved,NAICS Description,Release Duration (Hours),Release Duration (Minutes),Gas Release,Liquid Spill/Evaporation,Fire,Explosion,Uncontrolled/Runaway Reaction,Storage Vessel,Piping,Process Vessel,Transfer Hose,Valve,Pump,Joint,Other Release Source,Wind Speed,Wind Speed Units,Wind Direction,Temperature,Atmospheric Stability Class,Precipitation Present,Unknown Weather Conditions,Employee/Contractor Deaths,Public Responder Deaths,Public Deaths,Employee/Contractor Injuries,Public Responder Injuries,Public Injuries,On-Site Property Damage ($),Off-Site Deaths,Off-Site Hospitalizations,Off-Site Public Deaths,Off-Site Other Medical Treatments,Evacuated,Sheltered-in-Place,Off-Site Property Damage ($),Fish or Animal Kills,"Tree, Lawn, Shrub, or Crop Damage",Water Contamination,Soil Contamination,Other Environmental Damage,Initiating Event,Contributing - Equipment Failure,Contributing - Human Error,Contributing - Improper Procedures,Contributing - Overpressurization,Contributing - Upset Condition,Contributing - By-Pass Condition,Contributing - Maintenance Activity/Inactivity,Contributing - Process Design Failure,Contributing - Unsuitable Equipment,Contributing - Unusual Weather Condition,Contributing - Management Error,Contributing - Other,Off-Site Responders Notified,Change - Improved/Upgraded Equipment,Change - Revised Maintenance,Change - Revised Training,Change - Revised Operating Procedures,Change - New Process Controls,Change - New Mitigation Systems,Change - Revised Emergency Response Plan,Change - Changed Process,Change - Reduced Inventory,Change - None,Change - Other,Quantity Released (lbs),Percent Weight,Chemical Name,CAS Number,Flammable/Toxic
100000230626,Yes,5,5,Feb-19,16:00,325199,All Other Basic Organic Chemical,000,01,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,,Miles/h,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Discipline administered,1,100,Chlorine,7782-50-5,Toxic
100000231643,Yes,1,1,Aug-19,23:00,21111,Oil and Gas Extraction,001,00,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Condensate Stabilizer,,N/A,N/A,,N,N/A,Yes,1,0,0,0,0,0,20000,1,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Re-emphasized training,2100,,Flammable Mixture,00-11-1,Flammable
100000234007,Yes,3,1,May-23,8:30,32411,Petroleum Refineries,000,15,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,6,Miles/h,NNW,84,N,N/A,N/A,0,0,0,1,0,0,1000,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,36,,Butane,106-97-8,Flammable
100000234007,Yes,3,2,Nov-18,18:00,32411,Petroleum Refineries,000,01,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Flare,8,Miles/h,W,60,A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,Yes,N/A,N/A,N/A,Equipment Failure,Yes,Yes,N/A,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,,Yes,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,,Flammable Mixture,00-11-1,Flammable
100000234007,Yes,3,3,Sep-17,11:43,32411,Petroleum Refineries,000,01,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Flare,0.1,Miles/h,E,88,A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,Yes,N/A,N/A,N/A,Human Error,Yes,Yes,N/A,Yes,Yes,N/A,N/A,N/A,N/A,Yes,Yes,N/A,,Yes,N/A,Yes,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,2690,,Flammable Mixture,00-11-1,Flammable
100000235612,Yes,2,1,Apr-19,17:30,21113,Natural Gas Extraction,002,00,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,1400000,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,,Yes,N/A,Yes,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,33229,,Propane,74-98-6,Flammable
100000235612,Yes,2,2,Dec-18,23:45,21113,Natural Gas Extraction,036,00,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,16000000,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Unknown,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,500000,,Flammable Mixture,00-11-1,Flammable
100000236531,Yes,1,1,Jun-17,13:15,42469,Other Chemical and Allied Products,002,00,Yes,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,compressed gas cylinders on DOT,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,250000,0,0,0,0,30,0,0,N/A,Yes,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Yes,Yes,Yes,Yes,Yes,N/A,N/A,N/A,N/A,,,,,
100000238174,Yes,1,1,Jan-21,16:30,21111,Oil and Gas Extraction,005,00,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Compressor C-1180,3,Miles/h,N,55,B,N/A,N/A,0,0,0,1,0,0,85000,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1036,,Flammable Mixture,00-11-1,Flammable
100000238557,Yes,1,1,Jul-17,5:30,31181,Bread and Bakery Product,000,01,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Safety Relief Valve relieved,6,N/A,SE,75,D,N/A,N/A,0,0,0,5,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Safety Relief Valves were current;,42,100,Ammonia (anhydrous),7664-41-7,Toxic
100000239404,Yes,1,1,Aug-23,13:10,21113,Natural Gas Extraction,000,14,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,1400000,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,
100000242882,Yes,1,1,May-22,21:25,21113,Natural Gas Extraction,006,35,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,K-100F Residue Recompressor,6,Miles/h,SE,64,D,N/A,N/A,0,0,0,1,0,0,4475000,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Mechanical failure of needle valve,,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,Share information with equipment,19959,,Flammable Mixture,00-11-1,Flammable
100000245629,Yes,1,1,Feb-21,14:15,42471,Petroleum Bulk Stations and Terminals,000,01,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,None,Human Error,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,
100000247057,Yes,1,1,Jun-23,13:10,49312,Refrigerated Warehousing and Storage,004,35,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,Yes,N/A,14,Miles/h,E,82,F,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6000,99,Ammonia (anhydrous),7664-41-7,Toxic
100000248984,Yes,1,1,Jul-22,5:45,21111,Oil and Gas Extraction,006,05,N/A,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,Flare and Knock-out Tank,6,Miles/h,NW,73,A,N/A,N/A,0,0,0,0,0,0,35000,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,No offsite impacts were recorded,Equipment Failure,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Moved fuel line away,100,,Flammable Mixture,00-11-1,Flammable
100000250587,Yes,1,1,Jul-24,5:40,21113,Natural Gas Extraction,000,01,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Amine HMO Heater H-1706,7,Miles/h,SE,75,N,N/A,N/A,0,0,0,1,0,0,100000,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,
100000251899,Yes,1,1,Apr-24,22:45,21113,Natural Gas Extraction,045,15,Yes,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,6,Miles/h,WSW,70,F,N/A,N/A,0,0,0,0,0,0,10000000,0,0,0,0,14,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,Yes,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,,Yes,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20000,,Propane,74-98-6,Flammable
100000000722,Yes,2,1,Jul-96,5:45,22131,Water Supply and Irrigation Systems,000,01,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,,Meters/second,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,,Chlorine,7782-50-5,Toxic
100000000722,Yes,2,2,Jun-95,8:30,22131,Water Supply and Irrigation Systems,000,01,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,,Meters/second,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",,,,,,,,,,,,,,,,
100000000768,Yes,1,1,Jan-96,2:15,22131,Water Supply and Irrigation Systems,000,05,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,,Meters/second,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,,Chlorine,7782-50-5,Toxic
100000018688,Yes,1,1,Jul-07,5:24,22132,Sewage Treatment Facilities,000,36,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pressure Gauge Bottom Housing,2,Miles/h,SE,66,F,N/A,N/A,0,0,0,0,0,0,5000,0,0,0,2,0,0,0,N/A,Yes,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,
100000020327,Yes,2,1,Nov-18,1:35,32411,Petroleum Refineries,000,01,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,7.9,Miles/h,E,46,E,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,100,Hydrogen fluoride/Hydrofluoric acid,7664-39-3,Toxic
100000020327,Yes,2,2,Mar-18,1:59,32411,Petroleum Refineries,007,30,N/A,Yes,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,5,Miles/h,ESE,45,E,N/A,N/A,0,0,0,0,0,0,45400000,0,0,0,0,0,0,0,N/A,Yes,N/A,N/A,Private Structures,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15790,,Flammable Mixture,00-11-1,Flammable
100000027124,Yes,1,1,Jul-19,18:00,22132,Sewage Treatment Facilities,000,30,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,100,Chlorine,7782-50-5,Toxic
100000055156,Yes,2,1,Dec-22,15:00,221112,Fossil Fuel Electric Power Generation,001,30,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,3,0,Chlorine,7782-50-5,Toxic
100000055156,Yes,2,2,Jan-22,12:55,221112,Fossil Fuel Electric Power Generation,000,30,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",,,,,,,,,,,,,,,,
100000060337,Yes,1,1,Oct-14,8:00,211112,Natural Gas Liquid Extraction,002,00,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,5,Miles/h,N/A,59,N,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,,Methane,74-82-8,Flammable
100000063361,Yes,1,1,Jan-15,9:05,33141,Nonferrous Metal (except Aluminum),000,25,N/A,N/A,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,50000,0,0,0,0,0,15,0,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,50,100,Titanium tetrachloride  [Titanium,7550-45-0,Toxic
100000099902,Yes,1,1,Feb-12,21:45,325311,Nitrogenous Fertilizer Manufacturing,000,05,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,700,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Seal was ran to failure rather than be,,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,975,100,Ammonia (anhydrous),7664-41-7,Toxic
100000121174,Yes,1,1,Jan-20,12:40,32518,Other Basic Inorganic Chemical,000,02,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Flow Meter,5,Miles/h,S,37,D,Yes,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,"Alternate egress route installed, MOC",97,100,Ammonia (anhydrous),7664-41-7,Toxic
100000128364,Yes,1,1,Aug-13,7:30,31152,Ice Cream and Frozen Dessert,001,07,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,9,Miles/h,SE,74,D,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3000,100,Ammonia (anhydrous),7664-41-7,Toxic
100000136934,Yes,1,1,May-23,9:50,33141,Nonferrous Metal (except Aluminum),000,13,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,off gas handling system,5,Miles/h,N,65,B,N/A,N/A,0,0,0,10,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Yes,N/A,N/A,N/A,,Yes,N/A,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,200,30,Sulfur dioxide (anhydrous),9/5/7446,Toxic
100000146683,Yes,3,1,Jan-20,22:30,33141,Nonferrous Metal (except Aluminum),000,03,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,0.1,Miles/h,NW,30,N,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lack of vacuum on system,"No, not notified",N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Repaired the bad valve identified as the,10,100,Chlorine,7782-50-5,Toxic
100000146683,Yes,3,2,Jan-17,23:35,33141,Nonferrous Metal (except Aluminum),000,01,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,#2 cathode fan,0.1,Miles/h,ENE,5,N,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,100,Chlorine,7782-50-5,Toxic
100000146683,Yes,3,3,Oct-16,1:00,33141,Nonferrous Metal (except Aluminum),000,03,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,8,Miles/h,NNE,70,N,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,99,Chlorine,7782-50-5,Toxic
100000150383,Yes,1,1,Jun-19,8:00,32518,Other Basic Inorganic Chemical,000,05,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,3,Miles/h,NW,82,F,N/A,N/A,0,0,0,7,0,0,1000,0,0,0,30,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,
100000156948,Yes,1,1,Dec-97,4:20,211112,Natural Gas Liquid Extraction,002,30,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,5,Meters/second,SE,15,D,Yes,N/A,0,0,0,0,0,0,152000,0,0,0,0,0,0,1317,N/A,Yes,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,Yes,N/A,Yes,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,10530,93,Flammable Mixture,00-11-1,Flammable
100000157732,Yes,1,1,Jul-98,10:00,22132,Sewage Treatment Facilities,000,01,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,,Meters/second,N/A,,N,N/A,Yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Human Error,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,"No, not notified",N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,
100000189379,Yes,1,1,Dec-19,4:40,311811,Retail Bakeries,000,38,Yes,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,Flange on Strainer,,N/A,N/A,,N,N/A,Yes,0,0,0,0,0,0,200000,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Water Main break,,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,422,100,Ammonia (anhydrous),7664-41-7,Toxic
100000193382,Yes,1,1,Sep-07,11:00,211112,Natural Gas Liquid Extraction,000,02,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,natural gas compressor,5,Miles/h,NNW,95,A,N/A,N/A,0,0,0,1,0,0,3000,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,100,100,Methane,74-82-8,Flammable
100000038586,Yes,1,1,Jan-09,19:23,311612,Meat Processed from Carcasses,000,17,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,15,Miles/h,NE,28,F,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,200,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,36,100,Ammonia (anhydrous),7664-41-7,Toxic
100000051999,Yes,1,1,Oct-94,13:35,22132,Sewage Treatment Facilities,004,40,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,3.5,Meters/second,W,70,N,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,350,0,0,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,,Yes,Yes,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,Improved Detection System,,,,,
100000061675,Yes,1,1,May-05,19:03,22132,Sewage Treatment Facilities,001,42,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Interface between Yolk and Cylinder,3.5,Miles/h,SSW,52,B,N/A,N/A,0,0,0,1,3,0,150000,0,0,0,0,0,0,0,N/A,Yes,N/A,N/A,N/A,Human Error,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1950,,Chlorine,7782-50-5,Toxic
100000061755,Yes,4,1,Oct-23,14:00,32519,Other Basic Organic Chemical,000,10,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,5,Miles/h,NNE,83,N,N/A,N/A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"No, not notified",Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,158,100,Oleum (Fuming Sulfuric acid)  [Sulfuric,8014-95-7,Toxic
100000061755,Yes,4,2,Sep-23,4:10,32519,Other Basic Organic Chemical,004,15,N/A,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,9,Miles/h,N,59,N,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,1,0,N/A,N/A,N/A,N/A,N/A,Equipment Failure,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,400,100,Oleum (Fuming Sulfuric acid)  [Sulfuric,8014-95-7,Toxic
